TimeStamp, HR , SC 
 22-10-13, 92    %SPo2 : 97
22-10-14,=============================
22-10-14,==============
22-10-14,PRbpm : 92    %SPo2 : 98
22-10-14,=============================
22-10-14,PRbpm : 92    %SPo2 : 97
22-10-14,=============================
22-10-14,==============
22-10-14,PRbpm : 92    %SPo2 : 98
22-10-14,=============================
22-10-14,PRbpm : 92    %SPo2 : 97
22-10-14,=============================
22-10-14,PRbpm : 0    %SPo2 : 0
22-10-15,=============================
22-10-15,PRbpm : 0    %SPo2 : 0
22-10-15,=============================
22-10-15,PRbpm : 93    %SPo2 : 90
22-10-15,=============================
22-10-16,PRbpm : 93    %SPo2 : 98
22-10-16,=============================
22-10-16,PRbpm : 87    %SPo2 : 99
22-10-17,=============================
22-10-17,PRbpm : 81    %SPo2 : 99
22-10-17,=============================
22-10-17,PRbpm : 81    %SPo2 : 99
22-10-18,=============================
22-10-18,PRbpm : 80    %SPo2 : 99
22-10-18,=============================
22-10-18,PRbpm : 80    %SPo2 : 99
22-10-18,=============================
22-10-19,PRbpm : 80    %SPo2 : 98
22-10-19,=============================
22-10-19,PRbpm : 79    %SPo2 : 98
22-10-20,=============================
22-10-20,PRbpm : 79    %SPo2 : 98
22-10-21,=============================
22-10-21,PRbpm : 78    %SPo2 : 98
22-10-21,=============================
22-10-21,PRbpm : 78    %SPo2 : 98
22-10-22,=============================
22-10-22,PRbpm : 77    %SPo2 : 98
22-10-22,=============================
22-10-22,PRbpm : 76    %SPo2 : 98
22-10-22,=============================
22-10-23,PRbpm : 76    %SPo2 : 98
22-10-23,=============================
22-10-24,=============================
22-10-24,PRbpm : 76    %SPo2 : 98
22-10-24,=============================
22-10-24,PRbpm : 76    %SPo2 : 98
22-10-24,=============================
22-10-25,PRbpm : 76    %SPo2 : 98
22-10-25,=============================
22-10-25,PRbpm : 76    %SPo2 : 98
22-10-25,=============================
22-10-26,PRbpm : 76    %SPo2 : 98
22-10-26,=============================
22-10-26,PRbpm : 76    %SPo2 : 98
22-10-26,=============================
22-10-27,PRbpm : 76    %SPo2 : 98
22-10-27,=============================
22-10-27,PRbpm : 76    %SPo2 : 98
22-10-27,=============================
22-10-28,PRbpm : 76    %SPo2 : 98
22-10-28,=============================
22-10-28,PRbpm : 76    %SPo2 : 98
22-10-28,=============================
22-10-29,PRbpm : 76    %SPo2 : 98
22-10-29,=============================
22-10-29,PRbpm : 75    %SPo2 : 98
22-10-29,=============================
22-10-30,PRbpm : 75    %SPo2 : 98
22-10-30,=============================
22-10-30,PRbpm : 75    %SPo2 : 98
22-10-31,=============================
22-10-31,PRbpm : 75    %SPo2 : 98
22-10-31,=============================
22-10-31,PRbpm : 75    %SPo2 : 98
22-10-32,=============================
22-10-32,PRbpm : 75    %SPo2 : 98
22-10-32,=============================
22-10-32,PRbpm : 74    %SPo2 : 99
22-10-32,=============================
22-10-33,PRbpm : 74    %SPo2 : 99
22-10-33,=============================
22-10-33,PRbpm : 74    %SPo2 : 99
22-10-33,=============================
22-10-34,=============================
22-10-34,PRbpm : 74    %SPo2 : 99
22-10-35,=============================
22-10-35,PRbpm : 74    %SPo2 : 99
22-10-35,=============================
22-10-35,PRbpm : 74    %SPo2 : 99
22-10-35,=============================
22-10-36,PRbpm : 75    %SPo2 : 99
22-10-36,=============================
22-10-36,PRbpm : 75    %SPo2 : 99
22-10-36,=============================
22-10-37,PRbpm : 75    %SPo2 : 99
22-10-37,=============================
22-10-37,PRbpm : 75    %SPo2 : 99
22-10-37,=============================
22-10-38,PRbpm : 75    %SPo2 : 99
22-10-38,=============================
22-10-38,PRbpm : 76    %SPo2 : 99
22-10-38,=============================
22-10-39,PRbpm : 76    %SPo2 : 99
22-10-39,=============================
22-10-39,PRbpm : 76    %SPo2 : 99
22-10-39,=============================
22-10-40,PRbpm : 76    %SPo2 : 99
22-10-40,=============================
22-10-40,PRbpm : 76    %SPo2 : 99
22-10-40,=============================
22-10-41,PRbpm : 76    %SPo2 : 99
22-10-41,=============================
22-10-41,PRbpm : 77    %SPo2 : 99
22-10-42,=============================
22-10-42,PRbpm : 78    %SPo2 : 99
22-10-42,=============================
22-10-43,PRbpm : 78    %SPo2 : 99
22-10-43,=============================
22-10-43,PRbpm : 78    %SPo2 : 99
22-10-43,=============================
22-10-44,PRbpm : 79    %SPo2 : 99
22-10-44,PRbpm : 79    %SPo2 : 99
22-10-45,=============================
22-10-45,PRbpm : 79    %SPo2 : 98
22-10-45,=============================
22-10-45,PRbpm : 79    %SPo2 : 98
22-10-45,=============================
22-10-46,PRbpm : 79    %SPo2 : 98
22-10-46,=============================
22-10-46,PRbpm : 78    %SPo2 : 98
22-10-46,=============================
22-10-47,PRbpm : 77    %SPo2 : 98
22-10-47,=============================
22-10-47,PRbpm : 77    %SPo2 : 98
22-10-48,=============================
22-10-48,PRbpm : 77    %SPo2 : 98
22-10-48,=============================
22-10-48,PRbpm : 76    %SPo2 : 98
22-10-49,=============================
22-10-49,PRbpm : 76    %SPo2 : 98
22-10-49,=============================
22-10-49,PRbpm : 76    %SPo2 : 98
22-10-50,=============================
22-10-50,PRbpm : 76    %SPo2 : 98
22-10-50,=============================
22-10-50,PRbpm : 76    %SPo2 : 98
22-10-51,=============================
22-10-51,PRbpm : 76    %SPo2 : 98
22-10-51,=============================
22-10-51,PRbpm : 76    %SPo2 : 98
22-10-52,=============================
22-10-52,PRbpm : 76    %SPo2 : 98
22-10-52,=============================
22-10-52,PRbpm : 76    %SPo2 : 98
22-10-52,=============================
22-10-53,PRbpm : 75    %SPo2 : 98
22-10-53,=============================
22-10-53,PRbpm : 75    %SPo2 : 98
22-10-53,=============================
22-10-54,PRbpm : 75    %SPo2 : 98
22-10-54,PRbpm : 75    %SPo2 : 98
22-10-55,=============================
22-10-55,PRbpm : 75    %SPo2 : 98
22-10-55,=============================
22-10-55,PRbpm : 75    %SPo2 : 98
22-10-56,=============================
22-10-56,PRbpm : 74    %SPo2 : 98
22-10-56,=============================
22-10-56,PRbpm : 74    %SPo2 : 98
22-10-56,=============================
22-10-57,PRbpm : 74    %SPo2 : 98
22-10-57,=============================
22-10-57,PRbpm : 74    %SPo2 : 98
22-10-57,=============================
22-10-58,PRbpm : 74    %SPo2 : 98
22-10-58,=============================
22-10-58,PRbpm : 74    %SPo2 : 99
22-10-59,=============================
22-10-59,PRbpm : 74    %SPo2 : 99
22-10-59,=============================
22-10-59,PRbpm : 74    %SPo2 : 99
22-11-00,=============================
22-11-00,PRbpm : 74    %SPo2 : 99
22-11-00,=============================
22-11-00,PRbpm : 74    %SPo2 : 99
22-11-00,=============================
22-11-01,PRbpm : 74    %SPo2 : 99
22-11-01,=============================
22-11-01,PRbpm : 73    %SPo2 : 99
22-11-02,=============================
22-11-02,PRbpm : 73    %SPo2 : 99
22-11-02,=============================
22-11-02,PRbpm : 73    %SPo2 : 99
22-11-03,=============================
22-11-03,PRbpm : 73    %SPo2 : 99
22-11-03,=============================
22-11-03,PRbpm : 73    %SPo2 : 99
22-11-04,=============================
22-11-04,PRbpm : 73    %SPo2 : 99
22-11-05,PRbpm : 73    %SPo2 : 99
22-11-05,=============================
22-11-05,PRbpm : 74    %SPo2 : 99
22-11-06,=============================
22-11-06,PRbpm : 74    %SPo2 : 99
22-11-06,=============================
22-11-06,PRbpm : 74    %SPo2 : 99
22-11-06,=============================
22-11-07,PRbpm : 74    %SPo2 : 99
22-11-07,=============================
22-11-07,PRbpm : 74    %SPo2 : 99
22-11-07,=============================
22-11-08,PRbpm : 74    %SPo2 : 98
22-11-08,=============================
22-11-08,PRbpm : 74    %SPo2 : 98
22-11-08,=============================
22-11-09,PRbpm : 74    %SPo2 : 99
22-11-09,=============================
22-11-09,PRbpm : 74    %SPo2 : 99
22-11-09,=============================
22-11-10,PRbpm : 74    %SPo2 : 98
22-11-10,=============================
22-11-10,PRbpm : 74    %SPo2 : 98
22-11-11,=============================
22-11-11,PRbpm : 74    %SPo2 : 98
22-11-11,=============================
22-11-11,PRbpm : 74    %SPo2 : 98
22-11-12,=============================
22-11-12,PRbpm : 74    %SPo2 : 98
22-11-12,=============================
22-11-12,PRbpm : 74    %SPo2 : 98
22-11-12,=============================
22-11-13,PRbpm : 75    %SPo2 : 98
22-11-13,=============================
