TimeStamp, HR , SC 
 16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-21,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
16-04-22,0,-1.00
