TimeStamp, HR , SC 
 19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-51,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-52,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
19-28-53,2.48
