TimeStamp, HR , SC 
 15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-13,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
15-50-14,0,-1.00
