TimeStamp, HR , SC 
 14-25-34,PRbpm : 0    %SPo2 : 0
14-25-34,=============================
14-25-35,PRbpm : 0    %SPo2 : 0
14-25-35,=============================
14-25-35,PRbpm : 70    %SPo2 : 90
14-25-36,=============================
14-25-36,PRbpm : 70    %SPo2 : 99
14-25-36,=============================
14-25-36,PRbpm : 70    %SPo2 : 99
14-25-36,=============================
14-25-37,PRbpm : 70    %SPo2 : 99
14-25-37,=============================
14-25-37,PRbpm : 70    %SPo2 : 99
14-25-37,=============================
14-25-38,PRbpm : 70    %SPo2 : 99
14-25-38,=============================
14-25-38,PRbpm : 70    %SPo2 : 99
14-25-39,=============================
14-25-39,PRbpm : 70    %SPo2 : 99
14-25-39,=============================
14-25-39,PRbpm : 70    %SPo2 : 99
14-25-39,=============================
14-25-40,PRbpm : 70    %SPo2 : 99
14-25-40,=============================
14-25-40,PRbpm : 70    %SPo2 : 99
14-25-40,=============================
14-25-41,PRbpm : 70    %SPo2 : 99
14-25-41,=============================
14-25-41,PRbpm : 70    %SPo2 : 99
14-25-41,=============================
14-25-42,PRbpm : 70    %SPo2 : 99
14-25-42,=============================
14-25-42,PRbpm : 71    %SPo2 : 99
14-25-43,PRbpm : 71    %SPo2 : 99
14-25-43,=============================
14-25-43,PRbpm : 71    %SPo2 : 99
14-25-44,=============================
14-25-44,PRbpm : 71    %SPo2 : 99
14-25-44,=============================
14-25-44,PRbpm : 71    %SPo2 : 99
14-25-44,=============================
14-25-45,PRbpm : 71    %SPo2 : 99
14-25-45,=============================
14-25-45,PRbpm : 71    %SPo2 : 99
14-25-45,=============================
14-25-46,PRbpm : 71    %SPo2 : 99
14-25-46,=============================
14-25-46,PRbpm : 71    %SPo2 : 99
14-25-46,=============================
14-25-47,PRbpm : 71    %SPo2 : 99
14-25-47,=============================
14-25-47,PRbpm : 71    %SPo2 : 99
14-25-47,=============================
14-25-48,PRbpm : 71    %SPo2 : 99
