TimeStamp, HR , SC 
 15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-00,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-01,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-02,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-03,0,-1.00
15-54-04,0,-1.00
15-54-04,0,-1.00
15-54-04,0,-1.00
15-54-04,0,-1.00
15-54-04,0,-1.00
15-54-04,0,-1.00
15-54-04,0,-1.00
15-54-04,0,-1.00
15-54-04,0,-1.00
